"video_id","category_id","views","likes","dislikes","comment_count","daily_trending_appearances"
"Wpm07-BGJnE",10,36759844,834068,89869,93136,15
"ZJDMWVZta3M",1,36152111,444698,15434,48348,10
"817P8W8-mGE",10,36101955,998395,22585,50709,7
"VY1eFxgRR-k",10,35181079,1323550,48192,71176,9
"YBpdL9hSac4",1,34269048,440650,19239,48269,11
"J2HytHu5VBI",22,33627806,2032463,101678,320194,9
"WS7f5xpGYn8",10,33420138,821971,165109,81388,13
"wfWIs2gFTAM",10,32730338,1199986,26862,67809,10
"Bs-Hr-gEJAU",10,32079687,867305,7688,40794,19
"aEM2kOrrNJI",10,30599645,455949,42374,25679,20
"Bm8rz-llMhE",10,30061253,510475,15489,12134,12
"p8npDG2ulKQ",10,29741771,2700800,29341,371864,9
"4kDklB6-69Q",23,29178096,825258,15353,60709,12
"VRJmcxCrAOA",17,29090799,1017919,15066,51282,7
"8Y5-GI9hYcI",10,29075706,304469,14239,10190,18
"SM1w9PEQOE8",10,28860037,1251825,26134,77905,8
"Ph54wQG8ynk",10,27784769,797015,27154,51147,16
"eiDiKwbGfIY",10,27350528,1025895,17572,40899,7
"Mgfe5tIwOj0",10,27335197,1260110,32962,55385,7
"CX11yw6YL1w",10,27039153,564493,12675,34246,22
"n1WpP7iowLc",10,26448434,911883,53873,127481,5
"sS0LCjOiIhc",10,25757299,1036693,10869,213764,13
"i5qOzqD9Rms",1,25274694,339824,13824,29831,19
"cqg5oc20nxk",2,25244097,6971,1301,875,5
"5GRyr0noXrw",17,25235767,493804,49040,42732,7
"zkG4Xpz6t68",10,25142629,655664,124281,82853,7
"E5yFcdPAGv0",10,25016614,911150,30130,78492,14
"oWjxSkJpxFU",29,24286474,1988746,497847,658130,8
"20bpjtCbCz0",1,24152049,429341,5175,28740,18
"9TUBf6l7FBg",10,24004779,0,0,3,3
"yvicqMrAHvQ",19,23932421,4666,374,465,7
"9v_rtaye2yY",10,23575103,548457,29977,55676,7
"ju_inUnrLc4",10,23502572,676467,15993,52432,26
"OK3GJ0WIQ8s",10,23416810,2672431,29088,477233,5
"SCq8n_hOcN8",10,22918328,409234,35804,36436,18
"g4Hbz2jLxvQ",24,22713067,450315,21428,45545,8
"DIBw9dSVKdU",1,22546976,295631,14980,53401,15
"S9KxqRUcnCU",17,22233274,848043,15147,37216,11
"tjA7nAHOAww",10,21986883,472521,7435,14297,25
"l884wKofd54",10,21980138,247098,11847,9554,24
"MAjY8mCTXWk",10,21957640,140214,10716,15418,29
"mdWcaWBxxcY",24,21888660,347563,35874,29748,28
"voG07pt-KYI",10,21688951,634770,16618,38300,22
"J_CFBjAyPWE",10,21594339,1072246,28662,128809,5
"EBt_88nxG4c",10,21545253,504791,21898,34879,9
"8JnfIa84TnU",10,21250349,454441,10532,13881,14
"WyZz9muaKFc",26,21211851,114989,14808,5264,18
"NooW_RbfdWI",24,21113889,254342,7076,20099,10
"V5cOvyDpWfM",17,21005589,59281,176903,65181,7
"8h--kFui1JA",10,20934803,359012,9294,12451,29
"cH4E_t3m3xM",10,20752341,804496,17557,44075,9
"wbSwFU6tY1c",28,20658640,384958,12623,38514,10
"V15BYnSr0P8",10,20409647,568680,44854,64390,6
"kton-qrKNLc",10,19998243,371137,30159,23556,15
"fAIX12F6958",1,19864779,228670,16420,46318,9
"UUkn-enk2RU",24,19834563,446196,9293,32200,23
"Zr4md5OqL60",24,19669098,33575,9632,3548,7
"XUqRem0W8L8",10,19586636,809476,18295,66540,11
"xZNBFcwd7zc",1,19434177,363428,6283,18950,10
"MuPL-PSMX0Q",17,19412787,479898,22610,42478,9
"BQ31l1gPGKM",10,19177871,356298,12457,19735,4
"wylMwU1wEOM",10,19150418,433074,25366,22069,16
"khPLWaBioOs",24,18938867,1013411,140271,175929,7
"gA-NDZb29I4",10,18871288,293244,61447,32777,6
"oJ2faqXlU1s",24,18726265,167255,27944,12883,17
"6SuMbFuKDf8",10,18658825,442316,16986,42438,27
"ufynqs_COF4",10,18438586,487264,11915,28473,18
"4uTNVumfm84",10,18312570,450885,10280,19437,10
"u6unJQownW4",10,18310912,443232,8238,68244,11
"6OcOO1k-vGE",10,18241671,396450,16969,23622,8
"qZHycHI3F1Q",17,18094162,632830,9098,35617,13
"FepIkIILumA",17,18040000,484833,22933,32509,14
"wzKL-bQKcgA",23,17758014,865679,25934,45223,7
"9t9u_yPEidY",10,17679753,248909,21039,13058,4
"ryr75N0nki0",10,17629966,682328,35479,61132,11
"kX0vO4vlJuU",10,17624672,2162749,18342,227648,11
"sXP6vliZIHI",22,17540613,380464,20697,29122,14
"dc89yyOS0Z8",24,17404158,800784,10683,129289,12
"Hk5dxn5dj2M",17,17345023,415475,16586,32172,14
"kFMZUxX6K6o",10,17045761,279676,48758,38252,14
"uVcvhKTVZ8g",20,16935442,160896,6813,14360,18
"3Q2j5ApzSqs",10,16777231,518106,14427,26162,22
"XiHiW4N7-bo",1,16651726,173506,5497,12814,20
"9m9oO84Q2fk",17,16371326,408367,10101,28927,14
"JQbjS0_ZfJ0",10,16354826,511764,9562,33304,10
"eACohWVwTOc",10,16219716,559289,18294,28940,8
"36tggrpRoTI",10,16146848,1094557,8876,65275,9
"pVxOVlm_lE8",24,16141230,309556,7190,27714,4
"uxbQATBAXf8",1,15960127,374825,3823,9059,4
"wJJqGh2HLM8",2,15904385,1088,2175,118,8
"wb49-oV0F78",1,15852974,223563,4264,16923,9
"d1D1SJ-KqaQ",10,15552885,548563,11180,53665,10
"UfKmSfgFxi8",24,15346180,551373,16115,27094,28
"hYirFqEc8Tg",17,15261429,408018,8818,28186,11
"CY8E6N5Nzec",10,15208321,592538,7293,29404,9
"coOKvrsmQiI",24,15104666,143947,12709,25593,6
"DKPCBAlDw2A",10,15088622,385303,11915,17156,11
"C-rumHvmqCA",24,15045586,0,0,0,9
"8MPbR6Cbwi4",10,15043210,247709,8609,13399,7
"tlILlcCE8Sc",10,15042428,330679,6158,9174,20
"oSEeK9yDNQI",20,15000691,267429,23973,20343,22
"TI5bEf-BULU",24,14890847,142231,4647,6042,22
"SA7AIQw-7Ms",10,14860998,560637,8596,23365,7
"dzxFdtWmjto",24,14738111,208846,24730,33026,10
"1FJD7jZqZEk",24,14723484,190948,7913,18386,18
"p6E9R9qv1No",10,14487632,281374,17117,37412,16
"s31XTrGJchQ",10,14444272,115979,3509,2190,17
"oRArmtMA9AI",10,14211432,368697,11325,41083,15
"df7PZIVe1lw",17,14183631,142619,13696,74964,23
"_5d-sQ7Fh5M",24,14161833,1216340,291900,436698,2
"JqfuKsoEEms",24,14118990,5790,593,628,15
"-RmUADCWI4A",17,14107720,356297,7889,27012,7
"GpxCT36DxKg",24,14100194,122783,10980,18627,15
"VwAnsAUYnw4",10,13882785,380406,13872,26945,10
"DdLYSziSXII",10,13831320,395282,20532,35732,18
"RQUuqbzQVsY",10,13809604,475593,9170,20933,6
"v-dfygYIfLs",17,13782417,441898,9947,38539,9
"6S9c5nnDd_s",1,13619534,347100,6923,19977,28
"_hMQe2U4c6w",10,13418200,370750,20469,23500,9
"Wh1L0rOaa88",17,13375071,289322,9959,23254,13
"ktafrbsKeZw",28,13312573,23448,8063,1794,4
"90CCjgX0n20",24,13124176,22664,17917,1990,5
"ycy30LIbq4w",10,13075811,522793,5557,28178,15
"_EvMYEfF_hQ",24,13025011,436454,9298,31464,7
"_BcYBFC6zfY",1,12976087,218467,13457,39393,10
"6uJf2IT2Zh8",10,12969561,591776,18790,63191,7
"ek1ePFp-nBI",24,12955997,200539,7647,35147,6
"NukmFF__G-g",10,12907907,490249,30218,50805,15
"ox7RsX1Ee34",10,12730630,577712,10568,34480,5
"D_6QmL6rExk",10,12709520,1817699,11949,156793,13
"pmMjkMtpnTc",10,12529936,615429,22366,80024,11
"SKV6h_5XFbk",23,12453063,278324,5423,11359,19
"8-Cjsnq8kVU",1,12382809,328876,7238,14836,8
"vjnqABgxfO0",24,12218726,103018,28739,17966,16
"8O_MwlZ2dEg",10,12163782,1784129,11162,180133,13
"ZEkImgh--PE",10,12122117,293849,9663,11076,13
"V69XYIRjKww",24,12030454,1667,203,348,5
"JcdLF6XQ0iw",24,12018779,879532,17542,157166,8
"TdyllLZeviY",10,11979805,408461,6516,17964,11
"q8v9MvManKE",1,11979805,408461,6516,17964,12
"-C_rvt0SwLE",10,11773962,397715,6677,20481,8
"IBVo8dfqTBc",17,11509602,191913,3218,18854,6
"NYMcACJLqJs",10,11415161,88781,3586,3091,11
"qUmfriZoMw0",1,11385180,39894,1365,2800,9
"20DPgRoyQn0",22,11383684,132635,8302,13841,9
"nQySbNGu4g0",10,11381059,1141726,4696,69934,18
"p8XP7A7kvzM",24,11217517,216489,8821,11975,5
"3BJU2drrtCM",24,11188382,481888,5621,19790,7
"5sEaYB4rLFQ",24,11161971,218633,5211,18871,2
"2z3EUY1aXdY",17,11154250,150451,49035,29640,4
"oMOljrWUUXc",2,11135294,15412,608,1309,9
"fRj34o4hN4I",28,10775416,205630,4927,35422,8
"u_SA2QkZd24",10,10698770,479666,9690,29516,5
"iILJvqrAQ_w",10,10565823,123054,2842,5746,29
"rAH8qm5oQHg",20,10531608,122553,7011,10736,3
"KiBS-dbv_x0",24,10523399,282075,6270,10352,3
"My4RA5I0FKs",28,10505035,238584,6316,13998,8
"RF-Mqs2qC-M",24,10501355,271913,9017,25561,13
"SxAp27sFaIM",22,10403477,261095,15386,33906,8
"Q9vZHbcx6cQ",10,10384060,165263,5139,5330,15
"j4KvrAUjn6c",24,10381263,163325,20892,25323,30
"ooyjaVdt-jA",20,10306119,357079,212976,144795,26
"Kc6CIwBVo5s",25,10277358,49782,3964,0,15
"jPEYpryMp2s",24,10271274,183101,20476,34633,3
"P3Bd3HUMkyU",20,10256746,268212,34441,60028,8
"Q3jege0p0dQ",24,10216106,233312,6132,0,7
"pKkf2KCc6xo",24,10187747,47517,3982,6353,18
"C6SZa5U8sIg",1,10083696,430160,18357,31889,6
"9jRtpMKLsts",20,9992803,230507,24911,60041,15
"H7gh2fmdjCU",10,9912584,151941,1853,4716,27
"8X2kIfS6fb8",20,9893438,247947,3408,29216,2
"9wg3v-01yKQ",10,9632678,810895,16139,59473,1
"YLPNjaAOrBw",24,9627575,1007,94,264,2
"iQp1_GfDhwQ",10,9617950,89910,2161,2507,20
"sIMChzE_aCo",24,9572037,19001,856,2133,4
"elwTgpHlty0",10,9537066,406136,10447,21468,13
"5GHXEGz3PJg",10,9534322,156895,3356,5564,22
"cSp1dM2Vj48",24,9523267,154281,7854,29706,3
"dNW0B0HsvVs",24,9328292,186188,23056,40520,4
"CxGUmtRLm5g",24,9293828,20467,5000,3240,5
"KONe4SNFA64",26,9233435,605954,5722,26319,6
"r-i6XpcL1Fs",17,9220058,109125,33223,23799,11
"V1Pl8CzNzCw",10,9208165,308653,3070,10677,17
"tJfDBSWYqU8",1,9178923,34312,13581,10150,22
"M4vnmgZLA8s",10,9164600,196128,24541,19152,7
"J2m7EUwnqGg",28,9049098,78890,31552,0,10
"MFWF9dU5Zc0",24,9039407,89974,46609,30516,7
"dKoIPuifJvE",24,9020750,6126,731,772,11
"rxmtHVSVjdo",10,9019459,287024,7019,16985,21
"CUNq2_VjRn4",1,9001804,377623,7464,30707,15
"AiH3nDqWr9I",1,8999134,147103,7099,19063,9
"ii3n7hYQOl4",24,8977497,161462,13164,27375,5
"-Qv6p6pTz5I",24,8955556,233690,3308,15088,7
"9oyKePWRi8Y",17,8930421,360921,3798,18030,9
"vecSVX1QYbQ",10,8876920,495588,4943,57467,5
"8_rTIAOohas",24,8842980,284040,5096,24559,5
"n5LoVcVsiSQ",24,8837197,33724,17287,8041,10
"h_O8ZvB3uEk",23,8806173,235339,29865,15057,11
"2tDKp41nrw8",10,8753550,1431724,6335,125168,2
"OrnpSe4OChM",23,8751813,215764,6265,15989,2
"WfPu9Jrcpuk",10,8739175,190988,4084,6656,13
"Ml9v3wHLuWI",24,8734726,258964,6591,19905,14
"FFsp5b4AUTE",17,8718657,91398,18207,21050,4
"vDtyaRoonx4",17,8715134,395480,13648,66464,14
"56KYMMGudcU",10,8617757,369736,37151,92488,7
"Qcj15vHJTtk",24,8607264,66559,14179,8382,25
"sjVqDg32_8s",1,8556235,53882,2025,4938,8
"DSRSgMp5X1w",10,8538280,192354,38675,29419,8
"baj6llvgpWA",10,8470806,139599,10709,8771,7
"zxwfDlhJIpw",22,8442986,166520,19462,48467,23
"L3ymBk6Vb04",23,8408515,331934,3817,12519,6
"iN8zmmCRqUA",22,8403143,161689,8748,20545,6
"gR0pSSISaVk",17,8395058,63016,4290,5964,11
"k5TqNsr6YuQ",10,8335017,498384,10734,39803,7
"qfqVkEYQ1Ls",25,8304593,70922,11172,7952,22
"v7H_Or9Nr5I",1,8300584,266267,4237,14617,25
"Dan2YMDCpms",26,8261252,364224,6710,25064,15
"1PhPYr_9zRY",22,8259128,645888,4052,62610,25
"fUyU3lKzoio",28,8258089,188886,6296,33950,7
"Txlk7PiHaGk",10,8244106,355445,9040,22941,15
"fN5HV79_8B8",24,8159690,142149,66251,26770,6
"BQ_0QLL2gqI",10,8076063,214451,2661,5863,9
"Jw1Y-zhQURU",26,8041928,60434,11437,7545,4
"EhSXsTSNDyo",10,8025153,381842,3939,27379,12
"lGEY8IulWiA",1,7999926,372667,8101,27913,9
"p_IwENcMPOA",10,7987051,105719,4049,3813,11
"LgmxMuW6Fsc",10,7967275,91200,4803,5805,7
"MLVcmQ62luE",22,7965486,207832,19422,12360,5
"F4qfN5UeFvQ",10,7964424,357641,8055,22591,7
"6Q0AazVu1Tc",24,7957820,110407,4211,0,8
"Ept29ceiVfk",1,7941440,45248,794,2503,8
"rhhQS3ns6HU",22,7935379,711348,6636,193355,9
"J75enyWdbBM",10,7915761,101493,4701,4079,11
"3eQP6JoxtKk",1,7862567,146603,13924,32632,9
"Tn8hOPeAnIM",22,7854612,185632,104831,52364,15
"Q5KmA3Xbmqo",24,7839668,352352,5871,46624,24
"WAwRrtH-4Lg",23,7797284,386330,4899,80500,7
"t5_dSCu_mLY",22,7757967,630523,9657,210605,6
"zi_6oaQyckM",10,7721222,362970,19327,22297,12
"425M4M3Opkk",1,7714606,147739,5874,18531,15
"CZkUNPBlJIQ",24,7701371,179872,2979,9206,11
"5_-NKRVn7IQ",28,7676863,180749,8889,23076,13
"UKserM-i0_A",10,7676068,230427,3383,22924,22
"FhllRWReNEE",22,7645235,402569,9373,383762,7
"3yy-dKTmyOo",10,7628116,85230,2612,13141,9
"_rB36UGoP4Y",24,7627332,73086,16607,11318,2
"oMCijY1XGlQ",20,7547432,444203,3959,40677,4
"_zCDvOsdL9Q",23,7518982,319493,4322,13582,17
"z1Fvrmf4BXc",24,7497772,290623,11083,31604,13
"ixxR3ZoqnF0",10,7475081,1035003,4901,86912,6
"HgknAaKNaMM",10,7441922,112910,6146,6276,15
"xJrOUJpCxOE",23,7418792,324091,14954,13461,5
"305ryPvU6A8",28,7365395,98457,17797,0,14
"c8W-auqg024",27,7349435,209009,7966,28835,13
"7bfS6seiLhk",24,7308023,144410,5839,5790,6
"8BAhwgjMvnM",1,7227939,72979,6069,12587,7
"3tUCuMSPQwE",23,7214750,122778,2300,7047,9
"J41qe-TM1DY",10,7200045,1021328,2716,117897,6
"UTVpWVO4vZU",24,7177740,172730,9205,20840,12
"NaY91YjVbEM",23,7172963,265719,3950,14870,1
"9H2SSvQ8ihA",1,7138640,11645,520,590,5
"8fbyfDbi-MI",10,7127666,130249,39174,29855,18
"qooQd8AA7_M",10,7095077,438470,6754,29178,3
"266EI7hdjFs",24,7080039,63371,5261,10668,4
"EAGhzuitLXU",10,7061203,203630,3935,8943,13
"ShZ978fBl6Y",10,7055170,291884,2715,9221,5
"6xUPaVfmcUs",23,7049534,143779,3230,6294,10
"r-3iathMo7o",28,6995168,143678,10925,17444,29
"ai_UWoM37dI",24,6988208,368569,8898,103635,8
"VaGcPRMY5UM",10,6944619,157423,6075,6152,11
"Jodbdj52Vc0",24,6908017,487402,2676,25677,2
"qQn6TsbYrH8",10,6891734,400420,18159,36025,3
"uZ1M3DkKCEI",10,6877412,208531,11055,14351,8
"GM1QDBvzm1Y",24,6855630,1394,323,42,7
"1SnWTW6YXbE",10,6848484,208955,3287,14325,11
"0l35jAGQPOI",24,6841622,494130,6966,51506,22
"FITSPSA8gQs",10,6810173,373538,5228,27572,2
"m1-rpd3S-48",10,6804554,293427,5460,15969,15
"0XuOkYlUWIs",24,6760593,229250,8891,22123,5
"vjSohj-Iclc",28,6731401,86419,3123,13443,28
"QCjk_NPsIqU",24,6705850,171122,13855,26323,8
"v6xUgawDQB0",10,6657752,127028,13411,10506,5
"0-7wMD5ISIs",22,6647081,232199,13512,15366,9
"tEnCoocmPQM",10,6595340,308698,5220,14711,7
"PjqKPHZJgF0",10,6579609,133903,7395,16639,9
"J6R0X6NTnSw",10,6554859,138623,4808,4966,11
"7iQn-toQp6A",24,6535720,16788,4312,5000,4
"vY_5EvoL1Is",24,6518936,7321,2381,872,7
"Am6NHDbj6XA",24,6492425,105915,14429,3623,8
"WyuPSLj_6aw",10,6479552,266382,5658,16609,7
"ZQ-YX-5bAs0",24,6461082,70438,4600,8690,4
"Jcghl0lbDSk",24,6450575,227180,8210,11775,7
"5LoBGoQPUNc",24,6438646,124860,8171,9283,13
"kiE71P138rc",17,6427726,14693,6286,211,6
"PGRcxXLfWrM",24,6415756,111486,16133,15504,18
"RFywfHsFpQM",24,6413645,125634,3173,0,7
"nsZvmFUXkrI",23,6388743,272821,11577,27986,12
"TnCa71iUVxA",10,6353130,267032,8516,11456,8
"0YVbVXOjJv4",2,6345613,5155,281,636,7
"wowAOdTYqw8",10,6345613,172044,1879,12909,13
"pTysrwci0pU",22,6303293,313926,3106,29134,12
"ySy8mcceTno",24,6263424,103930,25648,30662,6
"o7iL2KzDh38",10,6262956,266912,3486,13878,7
"SphTGtDlhHw",10,6261069,153566,9818,9387,14
"GEB2f5dpFXs",23,6225124,527481,4861,18323,13
"BC19fhyTG_M",10,6217292,635452,10339,79385,6
"6sHIq41sI-w",10,6215935,428599,3744,43798,13
"nRafaCcfrcI",24,6197393,476724,4853,23008,5
"ZCPwpcurYns",24,6187534,355336,6260,30425,14
"nWZMfPP34g8",15,6187457,178243,3886,42681,8
"aj8mN_7Apcw",1,6185841,52629,7412,10062,7
"kewIE0Zw6yY",24,6183923,135311,8106,13501,10
"N39uwTykTQk",26,6169981,164550,10730,9302,13
"ZUSPD9zOyJs",22,6157587,189440,3174,8078,17
"Sb_hCbZ80aQ",23,6131880,65772,8068,3652,10
"1ZAPwfrtAFY",24,6109402,151250,11508,19820,7
"4HU6Z7anycw",1,6106813,292251,5483,17562,16
"0URpDxIjZrQ",1,6095300,164449,4190,18665,18
"k2NskGo6x40",24,6062089,123467,26995,35574,6
"nVHcXZK7pKs",24,6041315,383140,5516,27230,3
"dT5ALH3ICTc",22,6037731,132975,7040,13109,4
"xYtsL9znopI",10,6010383,242098,4514,11671,10
"pcJo0tIWybY",10,6004782,210802,4166,15169,25
"x4TZEVqKIvs",1,5986604,192698,10617,25712,9
"9NC2saE5MbQ",15,5985284,33243,4899,16703,21
"7AXo-bYGXI4",10,5966226,189276,2780,7166,8
"SkcucKDrbOI",24,5962519,100761,2331,14578,6
"me5ifeBFaFo",24,5952094,96880,4179,8159,8
"cHB_s970Uyw",24,5950405,147608,5953,17901,8
"mQ055hHdxbE",10,5948415,181069,3711,14394,21
"Vm4Xn5vjqRA",17,5938439,1121217,4360,83660,3
"Ye4z35i1b2Q",26,5917100,51231,9165,6613,4
"VVMCz04CmlA",24,5913551,172833,6378,14867,13
"tJv-xtxKkQY",20,5875671,202863,32117,48361,15
"a7NJ6Gek9v4",22,5875258,263740,6570,14042,7
"gPHVLxm8U-0",24,5829270,87323,3668,11933,1
"dpLrlEBFq-0",23,5827999,223308,8472,13866,5
"hEnWzvzVMaA",24,5816067,216895,11660,22775,14
"DV1OqgHb3jc",26,5790135,300602,19537,59994,13
"K5xERXE7pxI",10,5786038,260499,4831,18838,3
"u_C4onVrr8U",10,5767032,126693,2174,4602,17
"ZwoDYJWWXW0",10,5758360,169384,4454,10716,15
"MvFcY9rTPx8",25,5755949,43802,3771,0,9
"z2kEKZ6jyQQ",10,5741781,141851,15657,16547,5
"leu-cTvMWTA",10,5739252,782030,9905,90039,3
"R10qTLfwm8E",22,5733673,173998,2054,13060,3
"GjDK_6NtYGQ",26,5712641,41838,5365,3286,6
"UNnHy6Qc5-c",23,5684795,374882,4467,14889,7
"oV0zkMe1K8s",1,5660813,192957,2846,13088,3
"kUZlz6VbMCg",25,5625319,37240,3277,0,6
"jzLlsbdrwQk",22,5613561,98856,11391,11814,16
"r2vpDWS5ky4",23,5613554,452265,4850,24206,5
"R1TSiB9OuVM",10,5609393,94802,2199,3738,16
"Isvqg90LhqM",1,5605621,214818,4057,14381,7
"Wm8QlNCk-wg",28,5597364,107171,7152,6890,3
"SbrOMrjhyvI",1,5587218,33110,3503,4007,7
"RQZr2NgKPiU",29,5579079,365439,63579,77462,1
"M3mJkSqZbX4",10,5578495,62112,8151,4086,7
"cMD63TwzB1o",10,5569216,146375,20217,21144,13
"_QWZvU7VCn8",24,5564576,46351,2295,2861,6
"LfeEu4_vtfQ",22,5558317,193454,4130,13509,13
"V3EYjVPRClU",10,5557499,161177,7360,14270,8
"ZfHiw_LFNGw",24,5545698,23966,7807,3308,8
"7UoP9ABJXGE",10,5534278,45128,1591,806,24
"kgaO45SyaO4",28,5531707,72727,3362,14816,3
"mUYsp5baMXo",10,5517903,243696,12874,16841,5
"pz95u3UVpaM",10,5476737,286268,4083,12254,1
"5E4ZBSInqUU",10,5468928,247884,5025,14903,7
"xxQhWrAcQnE",24,5463288,7533,737,794,7
"jD83QaWy8LI",1,5456838,130602,11262,21974,17
"xF99M6Zilac",26,5452904,44368,11615,6256,9
"Q1TXk7ZdiQE",24,5432414,149111,3183,15905,2
"MsQb18nU2hA",24,5420474,239789,10299,25161,8
"Fj3euSYAtnc",10,5414339,571108,1976,32400,3
"lpkRFHSpvGI",24,5398142,56291,6964,12326,6
"6jxRnodaKzE",24,5389292,28418,1138,4565,9
"kD-_iyS95AQ",23,5386126,68124,2136,3652,12
"89OP78l9oF0",1,5376583,32001,3025,5050,7
"E-u9uo0laA8",10,5358351,270831,9822,23603,4
"8LPVjHxXvJM",23,5356548,141037,7187,16863,3
"t0VsbEqfAvo",24,5352705,68869,10428,25538,18
"fuHcdFPBKy0",24,5319685,95924,16479,12613,4
"5qpjK5DgCt4",23,5315471,187303,7278,9990,7
"e77J4g0LMOk",24,5275288,169795,3706,0,7
"Qx54quy9tDQ",23,5270624,75955,2737,13116,3
"J15vfXqnwWw",17,5270335,56476,1859,6031,13
"GfCqMv--ncA",10,5263337,192996,3357,10721,5
"OkFdqqyI8y4",20,5254340,153440,2266,25862,3
"pFc6I0rgmgY",24,5249452,35844,3229,7219,27
"OZsYiWBgFOk",1,5229704,12469,2764,1689,15
"kjC1zmZo30U",24,5224737,41079,1597,3979,16
"x3zQELlrY6A",22,5213752,99021,5093,10877,5
"bTfJa_Qb5T0",26,5190938,125605,8387,4237,15
"SagsqxiVStM",1,5186780,510,1774,665,6
"UfR5dKcKJvY",23,5179783,199176,19668,11483,8
"GKBI_bVFSfs",2,5179255,28582,1196,2559,5
"sdL70wkf_H0",1,5160625,2650,66,567,11
"ujyTQNNjjDU",10,5159763,146732,4515,7048,4
"IcDI1iWmIp8",24,5143350,48280,2276,6011,15
"Kf2-86o5S1o",1,5142139,128916,8548,22156,14
"mddRihBrWOk",23,5122352,204630,6097,8952,8
"sq4hYZlDPec",20,5112413,140736,13108,40684,18
"m4faDISwSVo",1,5107601,184320,4966,33717,10
"zDz9s2AOTVE",17,5103093,64177,3885,6259,4
"S-4rhjO6xYg",23,5102153,258658,3703,20147,6
"sYvH7Y16iUM",28,5099952,135168,5932,13833,9
"TjXQzRWmb_I",1,5073263,58055,1827,6541,27
"7kLO2AB5SPM",22,5069042,228488,17598,16259,4
"2fGXDFiFBhg",28,5068126,206489,18261,51847,6
"rFAddL8g8mw",26,5065000,181845,2313,10202,4
"BjRNY3u3bUw",24,5053825,14222,1490,2424,6
"S9ibNh16xfs",24,5019952,216886,1183,7853,23
"2SJ0hgdciNE",10,5001009,215271,5821,11510,7
"CP5Ro3oy-ec",24,4996413,28491,3306,5290,13
"DGzy8FE1Rhk",10,4986664,518240,5215,34466,3
"1lGHZ5NMHRY",28,4979612,46680,11703,0,7
"2in8XqiElwc",10,4945185,189265,9406,18683,25
"LtpqdJkoKm8",24,4919175,135420,9449,22937,8
"pl-DjiO8das",22,4884193,431977,4851,37666,24
"fNVUTgd4pio",10,4878311,65260,3353,4554,18
"nRc0kmOYgzQ",24,4867664,46608,2080,5805,27
"UQkBcHLZOqU",22,4862581,221646,2587,12014,8
"LS5ZSkHUqBQ",24,4829710,11408,2277,1211,9
"ZhEz1cvC1rc",20,4823561,119162,6217,51372,14
"uBYzYji4rmE",1,4812273,112003,5940,16770,7
"Ya_trIAWIXA",22,4810584,205591,2198,24271,17
"KUUjtUP2CrE",10,4808435,54340,3022,2885,21
"aGl-1nwahCA",23,4807512,111866,3883,9136,8
"H14tqKZYhgg",24,4804118,960,26,123,8
"doP7xKdGOKs",24,4799533,94593,2626,0,10
