"video_id","category_id","views","likes","dislikes","comment_count","daily_trending_appearances"
"J-dv_DcDD_A",10,13672159,868554,18387,70263,2
"sS0LCjOiIhc",10,13537642,806486,7138,128441,2
"q2gICJFG6uw",10,13517404,218256,38693,18562,1
"M4ZoCHID9GI",10,12991753,608488,10416,32287,3
"qZHycHI3F1Q",17,12948825,552369,7378,51412,3
"6OcOO1k-vGE",10,12729423,335772,14040,20653,3
"IZODr96ZRCc",24,12672730,115246,14492,9889,1
"XiHiW4N7-bo",1,12440659,146456,4273,10799,3
"gA-NDZb29I4",10,12405278,225073,49516,26663,4
"CX11yw6YL1w",10,12209261,309765,8133,22815,4
"sGIm0-dQd8M",10,12159067,316948,9120,20973,1
"Ed-A73MxMgo",24,12118553,50708,10266,3075,1
"WS7f5xpGYn8",10,12023527,519162,101458,52759,3
"wfWIs2gFTAM",10,11939132,780460,15433,56001,3
"NooW_RbfdWI",24,11883172,200007,5377,16722,3
"oSEeK9yDNQI",20,11880523,248447,21200,19143,3
"rzgw0XldTC0",10,11608664,366225,11124,15584,2
"2z3EUY1aXdY",17,11592172,154006,50013,30017,5
"l_lblj8Cq0o",10,11542143,394643,19028,30024,4
"V15BYnSr0P8",10,11501355,400867,28526,48100,3
"wb49-oV0F78",1,11439616,190134,3433,14747,3
"FepIkIILumA",17,11386222,398820,17930,28445,2
"9v_rtaye2yY",10,11300167,399205,20223,49233,4
"0B7athiVJBA",10,11164916,133959,13784,10868,1
"gi80-tmEduI",10,11099550,248571,90024,92236,2
"3BXDsVD6O10",10,11020054,599698,10796,40310,4
"1gXx_WVk_SE",10,11006727,169101,6097,3614,2
"J_CFBjAyPWE",10,10964492,859237,21766,107746,2
"9m9oO84Q2fk",17,10944812,338803,7424,26285,3
"_9YMpuLDnwo",26,10883016,100510,21627,11382,2
"qUmfriZoMw0",1,10856602,35572,1232,2633,3
"7X_WvGAhMlQ",28,10804447,46063,6828,39322,3
"ln6yZu03E18",24,10655105,15417,4877,1406,1
"dzxFdtWmjto",24,10632722,186500,22182,33152,3
"v-dfygYIfLs",17,10607169,391221,8306,34145,3
"VJwoSfTOhyM",17,10552150,438807,7340,30559,3
"E5yFcdPAGv0",10,10477914,613231,18546,58821,4
"z5WrgDzNIZ0",10,10471871,471621,41093,78608,3
"5__KOPGuLDE",24,10309281,35287,11699,4990,1
"Hk5dxn5dj2M",17,10273003,337276,12853,27528,3
"0GatOfS-_-w",24,10236562,66095,13007,2588,1
"VmwOMtkDxtk",10,10062732,233069,20605,60897,2
"6S9c5nnDd_s",1,9871934,294809,5701,17239,4
"-RmUADCWI4A",17,9828746,316977,5797,23221,2
"20bpjtCbCz0",1,9823890,278353,2335,21968,1
"xWi8nDUjHGA",10,9678138,297717,19615,34528,1
"X8sSXU-J8fI",10,9675155,354784,14105,20984,2
"WpqUOW19aJQ",17,9651434,432676,4078,33345,2
"au2n7VVGv_c",10,9542897,489076,8354,22486,3
"cSp1dM2Vj48",24,9523267,154282,7854,29706,3
"fRj34o4hN4I",28,9421291,191296,4403,34456,4
"NaY91YjVbEM",23,9407979,329165,4911,17557,3
"uxbQATBAXf8",1,9399654,268149,2400,6739,2
"ox7RsX1Ee34",10,9153648,504180,8736,32236,4
"1FJD7jZqZEk",24,9136960,146816,5854,15660,2
"3h4thS-Hcrk",10,9087502,168169,4093,8955,1
"w4AImq08j9o",23,8991142,608301,13801,78262,3
"ATLBlsndu1k",26,8969738,15572,6000,1008,2
"xwKGbfHAkeQ",24,8958510,6892,6236,1070,1
"_EvMYEfF_hQ",24,8952634,360340,6503,24248,2
"KM38OFDKU20",22,8910493,42597,7177,35790,4
"dNW0B0HsvVs",24,8880884,181666,22246,39565,3
"rsEne1ZiQrk",10,8763592,341040,5632,18394,3
"vjI4Alon-3Q",10,8753051,430210,28353,27405,2
"OrnpSe4OChM",23,8751813,215766,6265,15989,2
"vUTI4bPdlgE",10,8551173,378970,15279,34163,3
"EBt_88nxG4c",10,8464537,327504,12297,24010,3
"bvhBIsmzhwE",26,8354444,48656,7321,4741,2
"P3Bd3HUMkyU",20,8349078,243563,29805,61834,4
"ddvX9eaUSgc",26,8307705,17275,7793,413,2
"8-Cjsnq8kVU",1,8291139,254160,5437,11910,3
"ycVc1jsaAA0",17,8267018,367669,5273,33808,1
"DIBw9dSVKdU",1,8258921,200217,7453,38473,2
"D_6QmL6rExk",10,8120145,1624230,8402,145872,2
"ryr75N0nki0",10,8097041,532082,25374,53099,4
"p8XP7A7kvzM",24,8072982,174945,6413,9529,2
"tT6HpU1nPC4",24,8070507,50943,8749,3948,2
"yzshoDMBkqE",25,7906164,510517,19747,64291,3
"2G5YRxtppzs",17,7865428,52297,6246,24025,2
"kFMZUxX6K6o",10,7776219,175699,33215,26174,3
"IBVo8dfqTBc",17,7735840,150474,2277,18130,2
"khPLWaBioOs",24,7691902,761858,86476,135159,1
"PALcJ0HW1-I",23,7678343,433754,28404,43141,3
"E8B1c3NpLpc",22,7664480,104444,3865,11295,2
"wzKL-bQKcgA",23,7605524,580076,16326,35103,2
"n_W54baizX8",10,7600119,388819,19428,25037,2
"TRiZZkMKmMw",20,7582775,87031,17790,7464,4
"WyZz9muaKFc",26,7566372,55220,6577,2667,2
"4Jdp_dkduJc",20,7563532,85112,10259,5958,1
"C6SZa5U8sIg",1,7543621,362004,15066,28723,4
"kX0vO4vlJuU",10,7518990,1573030,8113,180262,1
"RfWC4iDzpdI",17,7430048,66291,2918,8106,2
"Ph54wQG8ynk",10,7427810,562530,15941,43158,3
"UC6USOV4ewc",10,7324630,351448,20249,44516,3
"3VbHg5fqBYw",24,7281189,180808,19955,21244,3
"VJB3N4O_6MA",15,7220717,14954,9334,2083,2
"GmHrjFIWl6U",10,7159785,372691,15755,11376,2
"voG07pt-KYI",10,7128122,443701,10383,31214,3
"DkeiKbqa02g",10,6988381,317383,10468,13782,3
"MFWF9dU5Zc0",24,6975610,80073,38930,27079,3
"9jRtpMKLsts",20,6963607,206309,22129,54114,3
"OKnL_D3bvLU",17,6932065,63972,5084,5762,4
"BidS_rcf7UU",10,6913802,326936,17015,32369,2
"Jodbdj52Vc0",24,6908017,487408,2676,25677,2
"ooyjaVdt-jA",20,6886948,285349,164004,115501,1
"8zSRkr1nQNw",10,6838020,410972,21350,39904,2
"cngUnh7EMKo",22,6810591,472525,5732,24481,1
"tilwcTZcoz4",2,6793122,15860,5893,0,1
"fUyU3lKzoio",28,6717057,170696,5578,30621,2
"PgLpsot50E4",17,6638874,35243,4240,4823,1
"tKO87MJtngk",10,6558859,112092,2544,2816,2
"GpxCT36DxKg",24,6540492,58546,5892,10843,2
"ExJmET8boVw",24,6517181,295199,19100,22848,3
"ad_higXixRA",24,6499976,98425,5280,8270,2
"ZgTKmRPWMq4",10,6451953,136776,3643,4670,1
"iN8zmmCRqUA",22,6449188,138703,6582,17958,2
"Rter-Np-Td0",10,6437938,193433,9181,13065,6
"RSRzIrOqaN4",10,6423067,212598,5616,10785,1
"2tDKp41nrw8",10,6416697,1290535,4358,113938,1
"NV-3s2wwC8c",10,6405521,215989,3543,18875,3
"8nbFfetIsks",25,6389898,37900,4972,2684,2
"0eavLsYs3r4",22,6389330,6069,4662,613,2
"Iwz4P8HfGVM",10,6389033,112962,1432,3637,1
"9oyKePWRi8Y",17,6291266,307708,2851,15199,2
"GlngwhWaLBs",17,6270936,96934,6706,11212,1
"DoGE_cD37wc",1,6201167,18915,7075,1710,1
"7R1N-8SoqcM",10,6193637,399510,9939,32625,3
"1zqgvyzZOIQ",17,6177349,45988,5552,7370,2
"_hMQe2U4c6w",10,6165010,263302,13616,18348,3
"ycPfmwVZ5DM",10,6111819,159080,32658,16029,2
"pKkf2KCc6xo",24,6108992,33091,2430,5045,2
"Snrk9ug2VFE",1,6076566,0,0,1512,2
"ufynqs_COF4",10,6045117,327738,5620,22878,2
"6CigQPn9jPc",10,5965605,31084,7964,1568,2
"JQbjS0_ZfJ0",10,5965522,343638,4931,25185,3
"_al3Qt2CxQo",17,5926208,51940,9313,6474,2
"305ryPvU6A8",28,5846111,71829,15899,0,3
"aEM2kOrrNJI",10,5842592,205826,17926,14514,3
"VwAnsAUYnw4",10,5829428,247117,8205,20543,3
"gPHVLxm8U-0",24,5829270,87330,3669,11933,1
"RQUuqbzQVsY",10,5824915,315105,5347,14997,2
"JNkTNAknE4I",10,5797538,62414,2309,2657,1
"st9y153VvN4",22,5697410,23310,5534,1933,1
"jcWmC1oa4KQ",10,5676902,242737,18123,24508,2
"y-PQiShdTKA",10,5659320,112533,3180,10480,1
"FFsp5b4AUTE",17,5635250,73401,13195,17122,1
"cH4E_t3m3xM",10,5620985,550030,10437,35849,2
"guf1L6HmeOc",24,5617319,44326,3186,4458,3
"NwP1zp4vOJU",24,5586916,667566,7161,75793,1
"vwTPlIGfoIY",26,5580658,43511,5711,2695,2
"tsp7IOr7Q9A",10,5568135,308783,29145,32672,2
"DSRSgMp5X1w",10,5564463,156831,31584,25640,3
"j-I0Uxbh1uY",10,5556978,205325,27574,22023,1
"425M4M3Opkk",1,5553993,125980,4735,15243,3
"lfN3wZDaiv4",24,5543357,365850,17499,37172,2
"4xTpw-05J0k",24,5538389,374783,8463,46339,2
"kgaO45SyaO4",28,5531707,72727,3362,14816,2
"QgOXIEhHU1Y",10,5506412,313097,7345,16383,3
"eACohWVwTOc",10,5500402,297307,10939,21420,3
"LJjsm6CVsG8",10,5470132,215688,21980,24437,3
"zxwfDlhJIpw",22,5434079,131430,14405,39155,2
"doHDSaWlZ5A",17,5397937,20640,9308,877,1
"dxVXerqLKw4",25,5386042,33741,5502,8435,2
"LPTlvQ1Zet0",10,5369143,213435,4750,13211,3
"LryQJ25CnKU",10,5306761,169382,22307,15754,2
"hmRt1GgCqxg",23,5275905,340059,13771,38802,2
"8O_MwlZ2dEg",10,5275672,1401947,6269,158127,1
"hYM_iZII4U4",10,5256653,333036,63651,22271,2
"l1FG3rmbcBg",25,5238273,6921,2505,350,1
"OaqvfQ5ggas",10,5230482,21311,5893,1199,1
"aj8mN_7Apcw",1,5224475,43004,6229,13915,2
"Jcghl0lbDSk",24,5217561,206109,7023,10694,4
"36tggrpRoTI",10,5202242,785640,4878,59235,2
"9AemOdm8LrU",23,5165287,358152,8312,44387,3
"4uTNVumfm84",10,5163583,279833,5231,14956,2
"6SuMbFuKDf8",10,5160442,203113,8837,24532,2
"16jwVQTLCrg",24,5135848,164351,16964,10088,2
"9flG5EqRPSc",24,5107943,35628,45389,20172,3
"n5LoVcVsiSQ",24,5072080,24495,12189,5614,1
"mMCEvr3VWqQ",1,5071317,169349,24744,10602,2
"oi8_0q5Y-MY",24,5057264,0,0,4647,3
"HFCfYCewHuA",24,5054795,231556,6778,26717,2
"1zHKYmcEe9U",23,5037813,550797,8802,31023,4
"bF_naHpa-T4",24,5021728,370063,5908,49744,1
"T95aDYxkl6w",10,5015137,45757,2212,1385,1
"-C_rvt0SwLE",10,5010358,279685,3886,17386,3
"cBdHUcVXca8",23,4999117,328333,7862,13467,4
"ZMwbswoUdP8",10,4984067,167723,6306,16965,4
"xzzs_1EdfJo",17,4955919,26085,3529,2801,2
"pHKlrP9Pte4",24,4889676,273700,19442,65502,2
"64UX1npgRkI",10,4852789,174930,4499,13464,1
"njF1S4oQbgs",23,4852348,283597,12829,41018,3
"UTVpWVO4vZU",24,4837355,140149,6440,16939,1
"MvFcY9rTPx8",25,4811863,39210,3130,0,2
"37StRy0LEbI",10,4790493,209081,5273,10710,3
"HfRZ67HSDdA",10,4778385,272458,111144,32074,1
"ot9OLSRhGCg",24,4766526,124350,9688,3585,1
"8_rTIAOohas",24,4761311,208948,2679,18995,1
"1SiKopOt-QM",26,4752153,48776,4615,2502,2
"dT5ALH3ICTc",22,4749671,116435,5782,11521,2
"IAuzNXGmkL4",10,4745702,233512,44622,21797,1
"K5xERXE7pxI",10,4719578,237481,4230,17841,2
"ziqL4bjASPw",1,4710164,12612,1897,336,2
"r-3iathMo7o",28,4700527,103433,8028,13293,2
"jvO1GDJXOgo",23,4698989,355229,8792,41355,3
"QCjk_NPsIqU",24,4698848,144638,10934,22268,2
"Vdt8Og5mY0w",23,4679506,375488,15231,11400,4
"1YdB1q3c2C0",23,4674082,315713,6722,13660,4
"bXOZlQOB9Hw",15,4664803,10907,4454,1220,1
"8MPbR6Cbwi4",10,4648620,141457,4311,9847,2
"1ZAPwfrtAFY",24,4632016,131784,9892,18284,2
"eS4rlDJ1aVQ",23,4628972,280540,7213,31392,2
"gsmyNL_-lD0",24,4618134,50837,3405,6325,2
"5qYT421bFzs",17,4590369,32257,2153,5954,2
"jzD_yyEcp0M",10,4588916,317747,4886,25041,2
"zX0AV6yxyrQ",20,4583744,176077,7858,18178,3
"jq_8rxMaltw",23,4573544,583780,3351,33330,5
"DV1OqgHb3jc",26,4570096,269669,16559,54811,3
"XUqRem0W8L8",10,4569886,380248,4084,33602,1
"fC8SRkGlHzk",24,4565702,32381,2337,5039,1
"D5f1WGMQ7Ks",26,4564959,52984,5200,3326,2
"LgzhCXsBdpA",17,4534563,14496,1824,6862,3
"0l35jAGQPOI",24,4523214,379799,4576,46295,1
"XR7Ev14vUh8",10,4479348,224461,2985,8743,3
"JzCsM1vtn78",24,4477587,292838,4123,36391,1
"GjDK_6NtYGQ",26,4466616,35670,4301,2657,2
"v7K4vGYL9zI",10,4465627,136146,7047,12094,1
"3eQP6JoxtKk",1,4463726,126991,10367,29202,3
"SKV6h_5XFbk",23,4455816,147880,2253,6824,1
"xmupkoVfUnQ",17,4429364,31434,1823,2750,2
"Jz50eTT6y8g",24,4410665,247066,6111,28453,3
"RgULjdsjiLQ",10,4409621,147403,6587,11025,2
"tDyMS00UCao",17,4403919,28950,1990,943,2
"z14A0Vblm0I",10,4398771,72886,4240,2713,3
"CUEH-vTUHcQ",24,4386869,75796,1996,10916,1
"hOoqzQm_c5I",26,4381895,37023,4295,4012,2
"EUFtVAgh9vM",23,4375826,339446,17110,13593,3
"Ehke7aPI9l0",17,4373507,94443,2502,12173,3
"5_-NKRVn7IQ",28,4372895,130937,6280,21478,1
"QdnvoWyoiY0",10,4368629,225131,5147,16432,3
"vDtyaRoonx4",17,4355458,239155,7542,48231,1
"_y2-Aj53sxw",17,4355331,25115,1334,2101,2
"6uJf2IT2Zh8",10,4340962,396800,11280,41890,1
"IlkBLwl4aBM",10,4321512,598031,2990,54873,1
"7kLO2AB5SPM",22,4320232,210539,15017,17722,2
"HI-mXMr8glQ",10,4307820,178985,6520,17915,4
"DdIs03ufvxk",26,4289651,31671,3277,1876,2
"8BAhwgjMvnM",1,4288892,63413,5114,10808,1
"g6iDZspbRMg",24,4258967,94506,3247,10240,2
"44WiEYFopes",23,4248988,311787,14204,7016,5
"PPWDwBrUNyY",20,4241964,28370,4755,1092,2
"swqmsRWM4rY",10,4231642,21453,3675,906,3
"283rflCSu0g",10,4226850,124777,6631,7646,5
"_vvvSyBNiHc",24,4226399,420226,5723,52168,1
"gR0pSSISaVk",17,4222286,45310,2376,4345,1
"SU_2bRmIswc",23,4218799,349825,12428,19649,4
"tRB-OU1wVFg",24,4215418,119122,2114,3542,1
"I37Aa8AAXXQ",26,4203591,40477,4066,3799,2
"nQySbNGu4g0",10,4196932,845046,1948,56047,1
"CG9EGStW-nE",20,4173813,286958,4698,54627,5
"MGYJuETPQEg",10,4168170,237319,2705,12785,2
"63OCvuC-GSY",17,4162714,8810,1108,8246,2
"gN_L27itbTA",23,4146637,443534,15616,36490,4
"0XuOkYlUWIs",24,4145785,166734,6033,16437,2
"pr_TkKeUFR8",17,4140565,24087,1821,4240,2
"CcdgO10VbcQ",26,4128228,55961,3633,2331,2
"pHxlZ4dTXug",20,4127082,285030,5865,38417,2
"mXRinQW3TiY",22,4122938,13847,3623,457,2
"1PhPYr_9zRY",22,4112429,485707,2091,45173,1
"BASh7eNGciw",17,4106045,19015,3228,1624,2
"w6HNZpaYXtM",26,4089541,50700,3090,2007,1
"SCq8n_hOcN8",10,4081638,195399,15073,20936,3
"fC6YV65JJ6g",10,4076497,126968,4055,5257,5
"N3Dlpky9ey8",24,4071232,343272,9167,42196,2
"3ATQvgkXT9E",10,4068012,209620,21307,17610,1
"x3zQELlrY6A",22,4065061,85048,3769,9390,2
"k5TqNsr6YuQ",10,4058571,374369,7451,33397,2
"qQTVuRrZO8w",22,4026193,168203,1448,17693,2
"K-Ehg6xT6fc",10,4026128,123568,3276,5536,5
"FhrS86odbxg",26,4014544,55491,3085,1579,2
"Q6M255BZ0HU",24,4014269,311846,23838,64316,2
"oXT1SXqaWno",24,4001349,39818,2734,5360,2
"Q1TXk7ZdiQE",24,3996753,123967,2309,13481,1
"3AMGFKcWoe8",23,3982886,295554,2617,6895,4
"sXP6vliZIHI",22,3974313,177709,9600,19266,2
"f_R9_xdhuNw",24,3973319,90605,2470,15331,2
"ulNswX3If6U",1,3973100,409759,4750,25876,2
"YHaRUu-Vyfk",24,3971855,15704,2829,1312,1
"3nPEkZv0-OU",22,3970867,82062,2175,8898,2
"sjVqDg32_8s",1,3967200,41742,1500,3896,2
"E-u9uo0laA8",10,3960494,234391,8608,21736,3
"knf0PIXHFpg",23,3959546,307363,2815,18724,5
"RF7DhGIQE1k",24,3957090,141817,7280,14900,1
"RkvczNWh9ZM",23,3954942,344105,7173,31539,2
"p7T-5fRjAqo",23,3948442,10338,3434,1516,1
"yXqDYbnmBsU",23,3947386,247661,5282,62153,3
"Iq6gCapM9gk",24,3944872,144707,2210,20579,4
"xF99M6Zilac",26,3942272,35978,7387,4690,2
"fY8iLUkZ5kI",10,3938238,114932,6775,8241,3
"M4vnmgZLA8s",10,3934319,123180,13791,14093,2
"ZNkYsvrVSnQ",24,3922997,23960,4817,2303,2
"J15vfXqnwWw",17,3916287,49691,1511,5701,3
"6H3wVsceoS0",22,3905245,53072,2438,1979,1
"3ddhLvin3oo",26,3898265,34600,4161,3313,2
"Q3L0gArhmaE",24,3893338,289795,8865,32839,2
"mXQuto1fMp4",24,3860484,72492,2845,4456,2
"JU9blLfDPuo",24,3856954,48088,2434,5948,2
"SA7AIQw-7Ms",10,3853829,257476,3468,11131,2
"Qw9iXcumulM",17,3851850,14211,2200,1309,2
"tJfDBSWYqU8",1,3846982,19110,7938,5664,2
"0-BbEawyxtE",10,3843796,45203,3716,3646,2
"U6kl5xqQofo",1,3841044,17735,2966,2432,1
"kLpH1nSLJSs",10,3834729,544514,12801,38215,1
"XMfGX2cjSR4",17,3829413,13676,8192,1604,2
"eVmxh5Uft0Y",10,3828884,237293,37198,23955,1
"cw1kBPZjbyg",1,3827494,120973,4568,22743,2
"3Q2j5ApzSqs",10,3827320,291516,6611,19034,2
"PVbQrvlB_gw",10,3822535,285920,10392,34557,2
"89OP78l9oF0",1,3819497,24081,2247,3310,2
"d9Hz-gSf7LI",23,3816590,24585,4105,3991,2
"20ZekYl2AIo",17,3799280,11737,1078,2357,3
"RFywfHsFpQM",24,3789495,93413,2283,0,1
"z3UCQj8EFGk",10,3782389,206299,4062,17273,1
"lGEY8IulWiA",1,3780988,266141,6356,21649,3
"tqPub3p3k5E",22,3777322,90542,1768,9705,2
"WyuPSLj_6aw",10,3775750,215477,4490,15026,3
"y0ijxN9Lvj8",24,3771622,37273,2095,2862,2
"thQyg1i5kI0",26,3769407,33824,3013,2070,2
"cHB_s970Uyw",24,3765990,117001,4148,14779,1
"nOBdtU1tzWk",1,3737885,141581,8927,6264,2
"2s4GMLkTNv0",24,3733713,359891,2487,32421,2
"8JnfIa84TnU",10,3731285,184478,3434,7250,4
"97h9fBWltBM",24,3696718,240637,21057,13517,1
"rs2RlZQVXBU",24,3690551,113068,6202,12160,2
"8aoHiS-HyFw",24,3687773,40399,2364,4177,2
"My4RA5I0FKs",28,3670052,126017,2696,9254,1
"bc5BnTYRgx8",22,3652312,97738,4141,13743,2
"U8LHgq3Jlnw",23,3644430,229417,6627,13658,2
"ekvi8tVYem0",10,3641908,167834,2252,9163,1
"exMNBvwCfRY",23,3641421,218587,5809,12649,1
"sottGW1p5os",24,3621389,141682,1289,8127,1
"wHTIs_pii8M",23,3615665,361569,2314,17485,4
"w5gbHSfbiK4",24,3615349,347329,3106,47835,2
"8LPVjHxXvJM",23,3614310,104768,5237,13379,1
"JxbV5wGpXc8",24,3613531,46163,3011,5181,2
"y3niFzo5VLI",25,3612445,40354,4405,1,1
"mUYsp5baMXo",10,3607555,208216,8490,14450,1
"0EVO2ohrQtw",17,3603101,25373,1457,3409,1
"Txlk7PiHaGk",10,3601720,244649,4890,18800,1
"Ifpq10K6zhs",23,3598973,219695,7831,26618,2
"y4bDWUD-EkQ",24,3594356,168251,7918,28258,1
"Q3jege0p0dQ",24,3585629,115802,2489,0,2
"IxD2NbXzgpQ",22,3569446,89309,5479,15532,2
"Of_ERZE21hw",23,3566517,345433,17237,35576,3
"AFOB6NRugTA",23,3563020,259792,7843,12118,4
"ju_inUnrLc4",10,3539843,384538,6164,38249,2
"LEcbagW4O-s",24,3528067,107534,7930,16503,3
"1lJOpFI3HRI",24,3528004,316859,6104,26872,4
"9qvNtzr0nqU",23,3527400,419311,9932,26573,4
"4HU6Z7anycw",1,3515207,224584,4292,15209,3
"sTAIvHEvd48",17,3512787,47862,2819,5346,1
"W4lFoAMHWOY",23,3506380,281528,2395,12875,5
"BJpLh9TyaEc",10,3504335,17481,3416,1118,2
"0lAWLb1tv8s",23,3491901,236695,4881,10793,4
"ixxR3ZoqnF0",10,3483755,789767,2840,72376,1
"0hdnQ8EXdEs",24,3473633,42417,2603,9832,1
"DGzy8FE1Rhk",10,3472530,464330,4079,32267,2
"RDBprxmdKRQ",23,3464812,499287,4066,74079,4
"G7sQlvht6cc",24,3461583,227851,6341,13624,1
"_o5zbvGyxW4",10,3458101,171340,5154,13437,4
"JUabUTqMgpM",24,3450826,280803,5813,42296,1
"_YDuLCIzbN4",22,3443902,142963,1695,10614,2
"CUNq2_VjRn4",1,3434039,238249,4223,21520,2
"AdZpDrdIEU0",26,3419606,35880,2880,1847,1
"q8v9MvManKE",1,3418472,117998,3751,4929,3
"sEDBKQYFB4s",23,3412160,356738,33678,19956,4
"uBYzYji4rmE",1,3411614,89893,4466,14071,2
"QS8bma7LRX4",24,3408071,57899,2393,3364,3
"dq6G2YWoRqA",10,3405575,171004,3354,9766,5
"71Es-8FfATo",10,3404722,228085,5609,13468,3
"gZrC2iGh3rY",17,3404160,9425,1867,1794,3
"DKPCBAlDw2A",10,3403440,214529,5100,12159,2
"CXkUaaVrB_s",1,3396622,1745,104,191,1
"clQGvMBNmqs",17,3396247,46483,4249,8162,1
"5JjPfpSrtvY",17,3394865,31019,2458,5704,2
"ek1ePFp-nBI",24,3388770,73765,1996,14088,1
"SPQbewtlChg",17,3375614,22053,2763,1994,2
"FeRi86DcfyA",24,3366920,15318,3757,5362,3
"BhEnppeqFEE",22,3366540,17522,4958,4163,2
"pFc6I0rgmgY",24,3364637,21325,1706,3947,1
"IYfgvS0FA7U",24,3364111,69245,5698,13165,2
"-Qv6p6pTz5I",24,3358449,132796,1474,9050,1
"iK1R4v0LzAU",24,3343797,37311,1058,3894,1
"YJyZze3P_0Y",17,3342606,24050,2790,3956,1
"b2RHgyH-Nxo",10,3335132,128674,18952,9913,1
"R10qTLfwm8E",22,3333451,120086,1265,9539,1
"BZm8nSz19pM",20,3329164,241369,2584,16277,5
"mvulvk-bBx0",17,3325893,18312,1531,7178,2
"8V08Gu1DOgE",24,3322130,35099,6902,4030,2
"5atVDycaXWM",23,3320671,302153,3956,25933,2
"7dGwk5-QMpc",10,3316632,548042,1938,51141,1
"LdhQzXHYLZ4",24,3313449,99953,5142,14327,1
"CZkUNPBlJIQ",24,3304617,100368,1415,5472,1
"5xnZ_CeTqyM",24,3299266,68171,3221,7629,2
