"video_id","category_id","views","likes","dislikes","comment_count","daily_trending_appearances"
"ln6yZu03E18",24,10660123,15418,4877,1406,1
"E5yFcdPAGv0",10,10477914,613234,18547,58821,4
"qUmfriZoMw0",1,10385748,31251,1148,2362,2
"Mgfe5tIwOj0",10,9974517,747609,16717,38124,2
"oSEeK9yDNQI",20,9674889,225275,17340,17130,2
"gA-NDZb29I4",10,9583159,190741,41413,23746,3
"4Jdp_dkduJc",20,9365576,97966,11054,7148,2
"M26uJlp9ASI",26,9055150,6559,5217,555,1
"ATLBlsndu1k",26,8969738,15571,6000,1008,3
"xwKGbfHAkeQ",24,8958510,6892,6236,1070,1
"wb49-oV0F78",1,8938684,165514,2819,13060,2
"wfWIs2gFTAM",10,8914332,678000,12490,51864,2
"fRj34o4hN4I",28,8533826,180592,4104,32468,3
"2z3EUY1aXdY",17,8313413,123302,39422,28398,2
"NooW_RbfdWI",24,8293323,162443,4232,13783,2
"xTlNMmZKwpA",10,8227432,631410,21807,48170,1
"WS7f5xpGYn8",10,7842032,418849,78835,44688,2
"M4ZoCHID9GI",10,7831865,477341,7318,27200,1
"fGqdIPer-ms",10,7662927,432899,11671,37619,2
"6S9c5nnDd_s",1,7641675,250548,4393,15898,2
"XTJ5QL-mi8E",24,7583908,327096,69651,63657,4
"CX11yw6YL1w",10,7562487,208888,5741,16527,2
"xZNBFcwd7zc",1,7540488,205638,2312,12304,1
"kX0vO4vlJuU",10,7518990,1573046,8113,180262,1
"J_CFBjAyPWE",10,7385982,749362,18190,93264,1
"cSp1dM2Vj48",24,7323028,138567,6560,25816,2
"7qg1WiCCn0A",26,7310563,13577,5886,699,1
"3VbHg5fqBYw",24,7281189,180808,19955,21244,3
"aEFCUtv0DF0",22,7233720,115216,17297,11101,4
"VJB3N4O_6MA",15,7220717,14954,9334,2083,2
"NaY91YjVbEM",23,7172963,265721,3950,14870,2
"xBht9TG7ySw",24,7159306,285946,43760,47275,1
"UU9k6QwKSiU",24,7133829,73730,10673,3543,1
"z5WrgDzNIZ0",10,7064475,392525,29483,66308,2
"yzshoDMBkqE",25,6975564,475273,17506,61122,2
"b2RHgyH-Nxo",10,6963087,189577,28737,14596,3
"I-Wchb8YQy4",25,6934190,47700,9504,22888,4
"w4AImq08j9o",23,6896028,513560,9506,64656,2
"cngUnh7EMKo",22,6813271,472528,5733,24481,1
"udm5jUA-2bs",1,6608472,66344,2433,7238,1
"i63jWjoAWHE",23,6597033,301192,14448,16505,3
"GpxCT36DxKg",24,6540492,58546,5892,10843,2
"zkG4Xpz6t68",10,6469935,356093,51602,41095,1
"gu9_m0vm7fM",10,6458048,270626,24919,24715,1
"2tDKp41nrw8",10,6416697,1290535,4358,113938,1
"RfWC4iDzpdI",17,6401650,61457,2598,7895,1
"8nbFfetIsks",25,6389898,37900,4972,2684,2
"EnfoA2fF6GY",1,6309136,164513,31484,12792,2
"SM1w9PEQOE8",10,6296393,633645,8308,44548,1
"eiDiKwbGfIY",10,5988303,532902,5522,22643,1
"XiHiW4N7-bo",1,5933727,90364,1902,6539,1
"iWZmdoY1aTE",10,5907608,564211,8938,35161,1
"D_6QmL6rExk",10,5884233,1437903,6390,134721,1
"1nX0kF2UwDc",23,5848428,465669,12158,50943,4
"P3Bd3HUMkyU",20,5817295,191113,22172,51219,2
"PALcJ0HW1-I",23,5792100,367459,22386,35704,2
"dNW0B0HsvVs",24,5563479,130770,13508,28522,1
"8FVYKlp1nkA",24,5557520,9431,3757,878,1
"4xTpw-05J0k",24,5538389,374784,8463,46339,2
"kgaO45SyaO4",28,5531707,72727,3362,14816,2
"QgOXIEhHU1Y",10,5506412,313097,7345,16383,3
"hmRt1GgCqxg",23,5275905,340059,13771,38802,2
"8O_MwlZ2dEg",10,5275672,1401957,6269,158127,1
"OrnpSe4OChM",23,5221478,154959,3802,11225,1
"SwI33b2w7ag",43,5167531,50414,29275,27866,1
"3BXDsVD6O10",10,5119790,412577,6242,31862,1
"UC6USOV4ewc",10,5082109,298991,15338,39148,2
"l_lblj8Cq0o",10,5051587,255348,11130,21809,2
"bF_naHpa-T4",24,5021728,370073,5910,49744,1
"1FJD7jZqZEk",24,5014897,102031,3310,11368,1
"xzzs_1EdfJo",17,4955919,26085,3529,2801,2
"ryr75N0nki0",10,4923400,432692,16670,21697,2
"MuPL-PSMX0Q",17,4852889,242793,7681,24086,1
"voG07pt-KYI",10,4817185,376560,8071,27851,2
"305ryPvU6A8",28,4794673,48139,12187,0,1
"fUyU3lKzoio",28,4785795,135178,4026,24787,1
"ClpexINvLfY",22,4738335,495287,45935,62214,1
"rZuPUBYy2g4",24,4736045,0,0,0,1
"LTvlDklQHbs",24,4724006,594006,4112,88396,2
"p8XP7A7kvzM",24,4722974,119115,3782,6651,1
"oZuUIu-iWAI",24,4701591,153524,3944,3167,4
"jvO1GDJXOgo",23,4698989,355231,8792,41355,3
"kFMZUxX6K6o",10,4673846,120940,22320,18984,1
"bXOZlQOB9Hw",15,4664803,10907,4454,1220,1
"a-GQDCtt1Vk",10,4646237,215014,32739,21880,5
"eJ2wogxPMho",29,4631085,46508,22978,4602,3
"jzD_yyEcp0M",10,4588916,317749,4886,25041,2
"XUqRem0W8L8",10,4569886,380252,4084,33602,1
"aj8mN_7Apcw",1,4532880,34143,5033,12277,2
"9v_rtaye2yY",10,4514272,238401,9020,35027,2
"F5AyNaECXvo",22,4483236,76814,35273,23177,2
"7R1N-8SoqcM",10,4463530,349169,7781,29223,2
"JQbjS0_ZfJ0",10,4447041,300215,3890,22761,2
"9flG5EqRPSc",24,4411085,32282,37318,19682,2
"ox7RsX1Ee34",10,4410367,358580,4900,26089,2
"CUEH-vTUHcQ",24,4386869,75796,1996,10916,2
"uxbQATBAXf8",1,4369014,147247,997,3929,1
"6uJf2IT2Zh8",10,4340962,396803,11280,41890,1
"d9bshi0kwBc",24,4339695,278242,7375,16366,3
"OsAhdQwd9bg",22,4278690,0,0,0,1
"uVcvhKTVZ8g",20,4265080,136294,4736,11895,1
"2G5YRxtppzs",17,4213455,33919,3152,16131,1
"yfZO_XUzuPA",10,4209917,503662,53897,52440,3
"nQySbNGu4g0",10,4196932,845046,1948,56047,1
"C6SZa5U8sIg",1,4196683,259392,10045,22917,2
"wzKL-bQKcgA",23,4190444,405385,8613,25727,1
"DkeiKbqa02g",10,4178708,251251,7742,11932,2
"UsnDPok1ZOU",24,4151036,138995,3369,15022,4
"0ImCUnvas8M",24,4095022,556119,4886,47824,2
"tD99WhUKJR4",24,4083293,84672,5958,3008,3
"KOmTz5Rv1hY",22,4052113,77224,14124,10315,2
"qQTVuRrZO8w",22,4026193,168203,1448,17693,2
"VwAnsAUYnw4",10,4014741,206773,6218,17906,2
"HPaKuqsNuCo",24,4009919,199563,7603,25973,2
"bWfMzZfNU_s",24,3988933,82201,7378,9445,2
"8zSRkr1nQNw",10,3985008,296917,13390,29827,1
"sjVqDg32_8s",1,3968577,41742,1500,3896,2
"WyZz9muaKFc",26,3967358,35318,3496,1645,1
"RkvczNWh9ZM",23,3954942,344105,7173,31539,2
"p7T-5fRjAqo",23,3948442,10338,3434,1516,2
"M4vnmgZLA8s",10,3934319,123181,13791,14093,2
"iN8zmmCRqUA",22,3920964,99067,3097,12835,1
"4EyxA3FoF5Y",24,3879453,91266,5341,5021,2
"V15BYnSr0P8",10,3879095,187347,10575,24577,1
"dRoQzDc0y2o",24,3862756,0,0,1744,1
"U6kl5xqQofo",1,3841044,17735,2966,2432,1
"aaZ6MakieSY",24,3823219,345764,3993,29390,2
"zX0AV6yxyrQ",20,3821163,160129,6652,16787,2
"89OP78l9oF0",1,3819497,24081,2247,3310,2
"ddvX9eaUSgc",26,3817083,8574,3691,170,2
"LJjsm6CVsG8",10,3812596,180712,17378,21112,2
"_tWNxvoFrN8",23,3791017,49376,6937,2043,3
"7X_WvGAhMlQ",28,3772817,15713,1761,13217,1
"cHB_s970Uyw",24,3765990,117001,4148,14779,1
"f0wv89CdksM",22,3732589,108009,20045,32779,2
"dXjf3p6kMHo",24,3694105,235752,18098,40958,3
"au2n7VVGv_c",10,3684722,295299,3624,16522,2
"z82L0EDmbms",23,3664144,359746,6246,35963,3
"WA0Ek8RT20s",29,3662409,328319,55519,58592,2
"c7KuQwbsxPw",23,3656118,265938,6595,9274,3
"MvFcY9rTPx8",25,3624449,26324,1813,0,1
"tHmAPWOo2jY",24,3617856,229933,9940,41796,3
"hrDcZkZp_pU",24,3614043,155488,19684,11281,2
"FBnAZnfNB6U",10,3607401,294917,16593,19336,3
"0EVO2ohrQtw",17,3603101,25373,1457,3409,1
"Txlk7PiHaGk",10,3601720,244652,4890,18800,1
"MFWF9dU5Zc0",24,3599131,50274,21330,17848,1
"XcDcWtZwytY",25,3589902,71840,2334,12744,3
"iLXt4OXc4Vk",1,3587677,11150,2658,763,3
"7qckwhd_lfw",24,3569228,312836,8405,28790,2
"XIzt7lzSA9U",23,3561501,148929,16300,7393,3
"9m9oO84Q2fk",17,3553407,170009,2106,16003,1
"QL0nLqDdKdI",25,3515889,123477,58211,10297,3
"Qcj15vHJTtk",24,3508880,39366,6892,4705,1
"M9OweRZlWgQ",25,3502302,23522,10035,26158,2
"aEGIVsf04_c",24,3500270,250030,10711,25163,2
"ufynqs_COF4",10,3499070,238615,2151,17254,1
"r_KiifyVe50",22,3488889,302406,125658,53374,2
"ixxR3ZoqnF0",10,3483755,789772,2840,72376,1
"PPWDwBrUNyY",20,3483553,23725,3145,462,1
"JUabUTqMgpM",24,3450826,280812,5813,42296,1
"rtgqFtqjoBI",24,3445517,114246,11084,55562,3
"_YDuLCIzbN4",22,3443902,142963,1695,10614,2
"_IPXiNIXuFI",22,3425715,136182,57893,76140,3
"6QnQr63T-Pw",10,3423396,222931,10543,12260,2
"AdZpDrdIEU0",26,3419606,35883,2880,1847,1
"QvGukoPKhV4",23,3409223,184720,14788,16448,3
"ek1ePFp-nBI",24,3388770,73772,1996,14088,1
"#NAME?",24,3358449,132800,1475,9050,560
"7dGwk5-QMpc",10,3316632,548053,1938,51141,1
"yZIT6ZtsNxI",22,3289705,157293,5766,37241,2
"2adg8juLy9Q",23,3256808,183519,33601,14611,4
"ZGEoqPpJQLE",10,3209893,123077,270121,56272,3
"E2oLysWA1i0",23,3209881,287163,4159,18223,3
"r-3iathMo7o",28,3205123,74196,5439,9400,1
"WzcOFPkL1yc",22,3203806,489879,43168,60969,3
"d0zLuC68xvk",24,3202631,57270,6944,2158,3
"_7985zBEM3o",22,3190784,148718,1239,12685,2
"Fj3euSYAtnc",10,3148043,460038,1201,26352,1
"yP6VGTtRgMI",22,3127165,153934,12273,23559,3
"8fs-caGbWxk",22,3126359,39716,8815,39846,3
"njF1S4oQbgs",23,3122058,222581,9098,33943,1
"nJtAxj9A_sk",23,3121687,303881,2992,25756,3
"dhG5oU5S1wk",22,3112791,20587,1522,5102,3
"5ZCRzdJ-wmE",22,3108010,385296,12222,33772,3
"UCdMwyIy3ks",10,3103186,213064,4608,17132,2
"o6cM3ozT50c",24,3098202,217123,27589,25488,3
"tsp7IOr7Q9A",10,3095476,218771,16617,24018,1
"SPauxWv1Rnk",22,3089788,204902,12274,28132,2
"BNzc6hG3yN4",10,3079473,214852,2565,12778,2
"IHv_6HP65VQ",10,3074067,411161,31312,47868,3
"FeRi86DcfyA",24,3062990,12743,2716,3300,2
"iTC8z70lCZQ",10,3057673,86963,41095,11118,2
"CNJL4GsSrcc",22,3050434,153285,8504,28944,2
"3ojUxjNgmBw",22,3042747,308034,60836,40497,2
"L5IMaHO8kuw",24,3037067,272210,7113,158704,2
"wzuxry5g8NU",29,3030470,16743,1037,3590,3
"YQRmaQ14-LA",22,3029821,154792,8472,18698,3
"vUTI4bPdlgE",10,3018846,198272,5228,19540,1
"JZT8R1pkNW4",23,3010486,306872,4404,17227,3
"4js1PKLfOeg",22,3009232,91537,8591,15497,3
"Ph54wQG8ynk",10,3008740,402840,9021,35006,1
"XR7Ev14vUh8",10,2996301,181652,2291,7710,2
"LPTlvQ1Zet0",10,2995151,129231,2647,7737,2
"6CigQPn9jPc",10,2993086,13495,3938,793,1
"eS4rlDJ1aVQ",23,2989709,209970,4448,25730,1
"_l0vnAGGCK4",10,2983525,156981,40981,25346,3
"qc7AZkWPynE",22,2947871,108747,27116,13109,3
"Qw9iXcumulM",17,2936235,12120,1822,1121,1
"0aw0M5CBqT8",10,2933390,146866,41800,22958,3
"9AemOdm8LrU",23,2932977,256753,4821,33645,1
"pHxlZ4dTXug",20,2924906,231377,4366,32242,1
"S0nbOenwCLw",10,2918806,165230,4459,17699,2
"dhHFzGM0fDY",24,2902927,239898,3309,13450,3
"SWVtV59mczk",20,2888567,143372,21829,35590,2
"QS8bma7LRX4",24,2888071,51306,2113,3254,2
"t9gtkOEi41Y",10,2883576,254939,14383,14328,3
"ou2IHYy5UCY",22,2878726,118320,54001,31649,3
"IzbXSQ-k6mM",1,2866802,27296,9564,2042,3
"Qy3nO9ypXyI",24,2857094,5726,2410,440,1
"BplJQtpfero",29,2854640,262148,96071,66787,3
"d-Dn2UFOM70",22,2853978,89434,14670,19479,3
"0AUFyFEt35g",10,2844996,429398,3397,65178,1
"ad_higXixRA",24,2841864,55058,2432,4420,1
"RKEmAQECTfA",24,2841045,128506,14711,4851,3
"pnsg627koAA",26,2836791,55007,2569,5808,2
"lQx6YBtQZbw",25,2832705,18170,1084,0,1
"KM38OFDKU20",22,2831351,15531,2369,16362,1
"ysTCYTzHK_w",22,2815333,241118,8492,17348,3
"SKPATA4Fk6E",23,2814003,209939,11792,10664,3
"vjSohj-Iclc",28,2809121,47711,1014,6563,2
"SIc-F6NhewA",23,2807466,220638,5463,12488,3
"SPQbewtlChg",17,2806987,18736,2030,1805,1
"kCsG7nAVXzM",24,2799042,300509,16028,33046,2
"JfWA0kJqDl4",22,2795782,272556,156287,96199,2
"3D5JZhw5cBA",24,2794319,26705,700,2558,1
"UsciN7COX1g",17,2788033,39292,2447,5223,1
"fPpHb7uQA9g",22,2768831,4599,7329,4257,3
"wNOUlTNHPMM",22,2766625,116745,8558,14748,3
"0eavLsYs3r4",22,2750715,2671,1990,197,1
"aoJ_Jhex7Q0",22,2736545,12613,7680,4071,2
"tL3100wVLFg",24,2735280,212108,2797,12456,1
"UND5sIGTp0Q",24,2730649,189165,3660,15210,2
"w5gbHSfbiK4",24,2718593,285807,2445,41083,1
"P_tCzLWYhDU",24,2704999,69778,6605,3772,2
"E7hBEFqbyA0",10,2692106,13816,2298,9494,3
"hl_tnQDgzxw",25,2690574,11825,4705,8090,3
"JgQ-07VgJuY",22,2674485,100335,1710,8476,1
"khGRKpAH44g",28,2670907,127739,15283,8715,3
"O92pekaban8",24,2670485,117769,4928,10920,2
"zcjKJ7FHDLM",22,2667252,144818,9589,27704,2
"Ml9v3wHLuWI",24,2665601,98828,2617,9300,1
"wOBnq0Ewz5k",10,2662162,127615,13642,8282,3
"5qYT421bFzs",17,2652215,21309,1214,3956,1
"RQZr2NgKPiU",29,2650527,230073,24944,53404,2
"jFBJnbTW_z8",10,2649527,136267,5821,10850,3
"Byj4xhXus7Y",23,2647310,171658,6507,9027,2
"l_PgzGcmDNk",24,2643665,236253,5833,15134,2
"bW2EJbPqjBg",23,2624619,152026,14735,9640,2
"2BcWFiZripM",24,2623418,144130,7215,14082,2
"71Es-8FfATo",10,2621940,202928,4512,12279,2
"vUALE5SitT0",22,2619135,494560,2936,69920,1
"LgmxMuW6Fsc",10,2618344,45198,2315,3332,2
"ck1SSHeHmAo",17,2616582,24560,1357,2298,1
"ZKNzK3rkns0",22,2610768,284750,48581,24835,2
"51wobJ4jOU4",28,2606405,535682,10490,523855,2
"Ht_NeGSJIXM",25,2605564,11453,2364,3478,2
"L3ymBk6Vb04",23,2597339,128764,1619,5123,1
"Gg9-JQzxsD4",22,2588189,256458,15120,23496,3
"coOKvrsmQiI",24,2585851,40780,3499,8834,1
"9Szts88zY4o",24,2580817,74724,4678,14350,1
"RakTXal29_8",22,2579688,62755,13995,4581,3
"yPOMfBBY8PQ",25,2577835,22707,1407,1883,1
"yqfTqmak12s",23,2575104,221396,16819,22411,3
"lHD4ke2fyS0",22,2566304,293327,10274,24511,2
"ZhrDuugsQps",10,2559430,136786,64690,22120,3
"7iSnnAWsY-o",24,2558048,183590,3782,8290,2
"iK7ROzfOW8k",24,2549922,217178,3104,23420,1
"fwfjsDsMuz8",10,2524838,151848,6201,4874,3
"HGq1qyfyXdg",24,2522940,35458,8540,2138,2
"CWsPcytkQwU",24,2520381,47588,714,6625,1
"yoRIFoHmZTU",1,2519889,22442,4001,4020,2
"dS195rBJhXM",10,2519423,151224,36472,13809,2
"Bme0ERvp7w0",22,2509203,5341,2198,90,1
"qN62WVR4-r8",24,2507719,38242,868,6924,1
"5atVDycaXWM",23,2504955,252970,3059,22719,1
"S9y4R11gzPY",22,2501279,93991,16666,21910,3
"RbESB3qHWOw",24,2497719,128644,6667,25326,2
"x7Ilf1mAZCk",22,2488128,158243,7511,14117,3
"ExJmET8boVw",24,2484893,170546,9553,14254,1
"EBt_88nxG4c",10,2484089,150575,3873,10683,1
"bPT0JslGOKY",22,2473421,95550,11243,14460,2
"aFuA50H9uek",28,2473054,57596,1590,13774,2
"xeRyET7Ezg4",22,2469404,8230,46377,18388,2
"nYshsHOlmhU",24,2469313,28608,3654,4001,2
"RExteyzchbY",22,2468031,172283,26493,15568,2
"DSRSgMp5X1w",10,2465294,99974,17299,16813,1
"15WomZWneRw",22,2464710,227786,14580,14715,2
"ATpwsqInfL0",24,2456673,161529,3232,8873,2
"4uTNVumfm84",10,2455067,197040,3139,11350,1
"kOhGo81XTAQ",26,2454165,2997,237,696,1
"6WAxw_CuCyM",26,2453697,51894,4494,4420,2
"Q3L0gArhmaE",24,2447039,219023,6263,26303,1
"0Lnja3AR1Q4",23,2442291,148947,7725,17163,3
"u9sH9pxmV88",22,2442067,261480,8110,15273,2
"LryQJ25CnKU",10,2436889,104692,11417,10178,1
"6LB4JWRnyrM",24,2415804,301328,4949,16966,1
"32aT5xRm46g",29,2413371,40225,20112,7514,3
"qJUo5l2xaMk",25,2408822,26959,4986,13073,2
"Tz50vEX0nwE",29,2405729,255836,187583,88358,3
"iYkErH0MkwI",25,2404950,29810,3662,5615,3
"Jz50eTT6y8g",24,2404042,169268,3190,20262,1
"g5hqlIafiF8",2,2402193,108035,10474,6608,3
"RQUuqbzQVsY",10,2393825,201959,2766,12057,1
"FxbscVTke5Y",2,2386394,138907,11474,10823,2
"K4Melso7MPU",10,2384801,416032,607,38992,1
"U8LHgq3Jlnw",23,2382295,178025,4413,11040,1
"KkbgTntjnPw",10,2381775,318083,28256,26891,3
"MxlzC0twZbc",24,2379339,90365,6093,9459,3
"Rx_1WLpTrdk",22,2376339,91677,15671,17266,2
"Q38i6gmCLE0",24,2349080,19259,1478,4678,1
"o4tsf8QwIMQ",26,2347215,56240,3826,8395,3
"0bXCbVGb04A",20,2341772,140376,2951,33760,1
"Ifpq10K6zhs",23,2341198,166382,5396,20717,1
"Eyzjg0tcRHg",24,2323953,122512,8177,14451,2
"N3Dlpky9ey8",24,2318060,239156,5251,32921,1
"8hnsBSEniWk",24,2315143,0,0,0,1
"nqMIMQP0uoE",2,2314316,97835,9490,10113,3
"ZDeOZrLhQGk",23,2313232,153777,7232,7803,3
"ao8Pm54xunc",24,2306089,218678,5804,12181,3
"c0LC2L-z7nM",22,2305184,195028,10097,12352,2
"XAT0BRkIkUo",17,2304339,13979,1266,1309,2
"854JGIkfM2c",22,2303837,76279,9839,23127,3
"ksxG1XgI9qE",29,2303560,56029,2748,1942,3
"Q6M255BZ0HU",24,2300347,218006,9623,43771,1
"ZP2K-nQgLxM",25,2298191,60447,41262,34667,3
"Ws2GusRt5IY",26,2293127,26798,2370,1209,1
"2HboMs0vbsE",24,2289723,199785,4451,10481,1
"HO3pl7Wtn-w",24,2285434,26879,1221,4292,1
"eylyro917zM",10,2284270,244558,10891,12769,3
"2kJoQS5m2WU",22,2284157,107442,4048,10179,3
"fZn1UaroS6c",24,2282960,92441,11403,43423,2
"0XuOkYlUWIs",24,2280153,106554,3136,10965,1
"H34qrTkhFz0",27,2277099,229624,4376,25513,1
"jBGeIEE4IME",10,2254205,315884,13908,23571,2
"98pE29S5Gb4",22,2252911,150218,9450,21257,3
"sqFVrfinlYk",24,2250464,157594,6389,18989,1
"TQqJuXprkUM",22,2246528,7420,5841,5154,3
"yMQ-zc4TzTM",1,2242061,40404,2170,11029,2
"lYE3-nKYmBs",24,2240005,144218,11950,8083,3
"TxXvms_5meA",24,2233956,60310,5876,26857,3
"qgYIQ_edeJM",24,2228277,42514,9581,10824,2
"EGWYfT4si5Q",23,2222529,356507,2089,17844,3
"p1xTuY7-Fw4",24,2219899,38013,875,8769,1
"58zTC1q6hKY",22,2216334,289079,35269,22795,3
"33dnyo2-GnY",24,2212038,68728,4273,24222,3
"Xj2vYAq-bwY",17,2210759,11441,1405,5213,1
"HI-mXMr8glQ",10,2209454,128225,3719,14688,2
"zWQ4_PBBNfE",22,2200877,146708,119305,44291,2
"lpfBmJlyW-w",24,2194386,25313,8692,16147,1
"uy6vFIxfsjg",24,2193466,162174,2282,16173,1
"aEM2kOrrNJI",10,2193030,121485,8880,8509,1
"EdM8n_3iTb4",10,2187072,140844,71737,19703,3
"3fBixCo4k6U",24,2182612,109534,5844,9353,2
"xnBRC2Wj4Sw",23,2182464,148678,5926,8877,2
"N1vJMpsqomo",22,2180572,1858,1718,607,1
"lMyncm3sj3c",22,2178896,13254,1036,3506,1
"hO-CB7UMBco",26,2176812,52060,2358,6185,2
"Ze0P5OOnbnE",25,2176020,17348,15636,8970,3
"WxGKGy0asAw",22,2173007,172336,20010,10321,4
"nacmyrBq8Zs",24,2172625,61879,5180,16979,3
"6Eg_kQ2uK3Q",22,2168636,4613,2377,336,1
"0e7TcOFfGKs",20,2157828,38702,1140,6201,1
"gfDSi9IqWYE",29,2156977,16432,1471,3088,2
"KVSElmHEHHU",23,2152727,167848,4327,6559,2
"Wcy5hHhyzWc",23,2150661,129466,8885,8532,2
"kcEXkS7yGxY",24,2150568,2896,4359,569,1
"baj6llvgpWA",10,2148047,78910,4704,5917,1
"0uQBsHtvYKg",22,2147861,31231,20246,12086,2
"olfaClrGEzE",29,2137249,211624,63250,66695,1
"obyZ3pNyquY",10,2132658,258659,32358,18281,2
"A5mDCn7kEKI",10,2132589,168881,56583,22465,4
"Q9F5WxItm-U",23,2129505,158602,2844,8734,3
"PVbQrvlB_gw",10,2127419,216112,6432,27422,1
"zNYaufN1ZGI",23,2126730,156951,6254,20613,3
"8MPbR6Cbwi4",10,2125929,90133,2163,6577,1
"MEaOmDt9a5g",24,2112920,17751,10063,1526,3
"Fot7nIQqLgo",29,2110705,159895,30550,25471,1
"U_4BLnJuR3g",26,2109573,39671,2899,5662,1
"cP1FocQd4LQ",24,2106178,125755,4570,8838,2
"rbRoZyuOijk",29,2098434,205734,27572,48599,1
"xgNTJjUC2s8",24,2089024,13387,1621,3650,3
"aTauLr_RVms",17,2088123,10710,2855,2811,1
"DL_fmCSor-A",1,2084749,26268,1737,3443,2
"vZqdvu4xsl0",24,2083841,45697,1008,4263,1
"9GGxBht3m7M",23,2081412,75417,5209,3662,3
"DJ9ajcic9fI",24,2078970,63375,2855,12629,1
"GBdClafpLrI",10,2077106,28678,2090,1576,2
"tdsFaOk15DY",22,2070748,234245,52586,31697,3
"lKOERIyo1S8",22,2070327,191317,19401,13940,2
"67sy68U5Gx0",17,2069066,6406,2858,600,1
"JcCNjk5aRMw",24,2067906,175627,2460,30576,1
"NEoVjmfYlJ8",10,2064702,206811,3657,28155,3
"B95ArLDR2MU",1,2056920,27098,1486,3784,2
"Ad0dAK9eQiM",23,2055187,130008,11448,8492,3
"iQyLSvxX_KQ",23,2054584,178629,4834,8958,2
"A0FZIwabctw",28,2053689,104135,1121,6493,1
"PaNA_APJ_QE",24,2048426,2804,1734,201,1
"bTVK3_6V7f0",25,2035480,37764,9154,11512,1
"AP1Scjdy_Kc",20,2026011,321684,1832,20849,1
"8LVF2TWES0c",1,2025364,32317,1491,4063,2
"9fH8o9xF6G0",24,2024899,124621,8168,16015,3
"kqHkpW0DINc",10,2024592,272029,20432,17152,1
"05TsKGc3AVw",23,2020455,132955,6705,12797,3
"b9i0tWSuSac",22,2020152,84950,9397,16372,2
"8bT9OA5tMjg",24,2019877,146947,28030,12408,1
"eSpkB7WMb2s",26,2019825,41847,2132,3084,2
"XdXKvQwumlg",25,2017531,12101,9566,6913,3
"NvNnRs__4hw",24,2017331,33499,619,4548,1
"m6lY1GXTu5M",23,2015271,156036,1161,5873,1
"AcS2aoeSSKg",1,2015126,23463,1680,2421,2
"3ckKtfSAgPQ",2,2011980,93581,7850,6692,2
"ey3r8jOkr70",1,2010246,27344,1421,2788,2
"fIjQXh7q2XQ",23,2007892,139659,4009,5687,3
"4l49J_yCulM",24,2005302,98848,3823,39749,1
"FA_c722AHF8",20,2005138,174022,1626,13795,1
"R5Cn5usaP-A",10,2001580,71723,30135,11214,2
"PfeWX-6Y6Xo",23,1993982,159829,6778,57373,3
"3zWOXtCdYXM",22,1985078,152486,9083,9300,2
"Wuxsytdh85g",1,1969219,23963,1524,3236,2
"3N3c3ZX6hoM",23,1969090,170939,2912,17933,1
"6Bpu0nMAaQs",24,1965501,60516,2938,4673,3
"jthJeHp8evw",1,1965113,26120,1446,3197,2
"Mzsl9hcTQkw",23,1960849,27963,977,2302,2
"EQ4NEBPU-Hw",24,1959696,230195,1637,16369,1
"FRsUxR6VWhc",25,1955046,55934,58940,60478,3
"jnjSquL9cW8",29,1954267,156459,48171,35368,2
"hgs5SYgk_kY",24,1951425,20601,9295,10961,2
"77KU17WfDaM",10,1951418,91735,8421,3910,3
